Topic,Count,Name,Representation,Representative_Docs
63,37,63_datang_rekonstruksi_pascabencana_bangun,"['datang', 'rekonstruksi', 'pascabencana', 'bangun', 'jalan', 'rumah', 'listrik', 'kembali', 'diganti', 'membawa']","['di tengah medan berat presiden datang lagi untuk ketiga kalinya membawa pesan prabowo bangun kembali lewat rekonstruksi pascabencana semua rumah rusak akan diganti negara bergerak meski kondisi lapangan sulit', 'tiga kali presiden prabowo datang ke daerah terdampak memastikan prabowo bangun kembali bukan janji rekonstruksi pascabencana berjalan rumah rusak diganti listrik jalan dan infrastruktur dipulihkan secepatnya bersama rakyat', 'tiga kali datang bukan sekadar simbol presiden prabowo memastikan negara kerja prabowo bangun kembali melalui rekonstruksi pascabencana rumah rusak diganti jalan listrik dibangun ulang gotong royong jadi kunci']"
64,37,64_fadli_zon_komunis_bahaya,"['fadli', 'zon', 'komunis', 'bahaya', 'sebut', 'jawab', 'partai', 'minta', 'china', 'kemenlu']","['fadli zon minta kemenlu jawab amerika yang sebut indonesia dalam bahaya partai komunis china', 'fadli zon minta kemenlu jawab amerika yang sebut indonesia dalam bahaya partai komunis china', 'fadli zon minta kemenlu jawab amerika yang sebut indonesia dalam bahaya partai komunis china']"
65,37,65_kemenkum_diy_kanwil_kementerianhukum,"['kemenkum', 'diy', 'kanwil', 'kementerianhukum', 'setahunberdampak', 'layananhukummakinmudah', 'kanwilkemenkumdiy', 'kemenlu', 'diplomasi', 'myanmar']","['kemenkum amp kemenlu tunjukkan sinergi kuat demi kepentingan nasional di kancah global kementerianhukum kanwilkemenkumdiy layananhukummakinmudah setahunberdampak kanwil kemenkum diy', 'kemenkum amp kemenlu sinergi terbaik untuk ki global kementerianhukum kanwilkemenkumdiy layananhukummakinmudah setahunberdampak kanwil kemenkum diy', 'setahunberdampak kanwil kemenkum diy kemenkum amp kemenlu bersatu kawal royalti global yang berkeadilan kementerianhukum kanwilkemenkumdiy layananhukummakinmudah setahunberdampak kanwil kemenkum diy']"
66,37,66_melimpah_nuklirnya_perlakuan_sumberdaya,"['melimpah', 'nuklirnya', 'perlakuan', 'sumberdaya', 'berlalu', 'tampak', 'dijajah', 'akal', 'nuklir', 'aturan']","['dulu dianggap orang gila dengan ambisi nuklirnya sekarang tampak masuk akal perlakuan trump terhadap pelanggaran kedaulatan venezuela bukti bahwa aturan internasional tidak lagi berlalu negara dg sumberdaya melimpah tanpa senjata nuklir hanya nunggu waktu saja untuk dijajah', 'dulu dianggap orang gila dengan ambisi nuklirnya sekarang tampak masuk akal perlakuan trump terhadap pelanggaran kedaulatan venezuela bukti bahwa aturan internasional tidak lagi berlalu negara dg sumberdaya melimpah tanpa senjata nuklir hanya nunggu waktu saja untuk dijajah', 'dulu dianggap orang gila dengan ambisi nuklirnya sekarang tampak masuk akal perlakuan trump terhadap pelanggaran kedaulatan venezuela bukti bahwa aturan internasional tidak lagi berlalu negara dg sumberdaya melimpah tanpa senjata nuklir hanya nunggu waktu saja untuk dijajah']"
67,37,67_ladang_tangerang_jagung_bantarpanjang,"['ladang', 'tangerang', 'jagung', 'bantarpanjang', 'tigaraksa', 'terbengkalai', 'polresta', 'ditumbuhi', 'diresmikan', 'rumput']","['polresta tangerang akan melakukan evaluasi terhadap ladang jagung yang terbengkalai dan ditumbuhi rumput liar di desa bantarpanjang kecamatan tigaraksa kabupaten tangerang banten ladang jagung ini sebelumnya diresmikan wakil presiden ri gibran rakabuming raka untuk program', 'polresta tangerang akan melakukan evaluasi terhadap ladang jagung yang terbengkalai dan ditumbuhi rumput liar di desa bantarpanjang kecamatan tigaraksa kabupaten tangerang banten ladang jagung ini sebelumnya diresmikan wakil presiden ri gibran rakabuming raka untuk program', 'polresta tangerang akan melakukan evaluasi terhadap ladang jagung yang terbengkalai dan ditumbuhi rumput liar di desa bantarpanjang kecamatan tigaraksa kabupaten tangerang banten ladang jagung ini sebelumnya diresmikan wakil presiden ri gibran rakabuming raka untuk program']"
68,36,68_polri_politik_sipil_berkolaborasi,"['polri', 'politik', 'sipil', 'berkolaborasi', 'tertinggi', 'instruksi', 'biang', 'tupoksi', 'berjasa', 'pln']","['melaksanakan instruksi presiden tni polri dan pln berkolaborasi pulihkan listrik pasca bencana saatnya bahu membahu ber', 'melaksanakan instruksi presiden tni polri dan pln berkolaborasi pulihkan listrik pasca bencana saatnya bahu membahu ber', 'melaksanakan instruksi presiden tni polri dan pln berkolaborasi pulihkan listrik pasca bencana saatnya bahu membahu ber']"
69,36,69_iran_araghchi_lebanon_kami,"['iran', 'araghchi', 'lebanon', 'kami', 'perundingan', 'abbas', 'nuklir', 'isr', 'turki', 'menlu']","['menlu iran lontarkan tuduhan keras sebut as tidak jujur dalam isu global terutama soal sanksi dan perjanjian nuklir baca detail kecaman diplomatik iran narayapost iran as diplomasi geopolitik timurtengah', 'menlu iran araghchi tetanggatetangga kami adalah prioritas kami ini adalah prinsip terpenting dalam kebijakan luar negeri republik islam iran hubungan republik islam iran dengan federasi rusia adalah sebuah kemitraan strategis', 'pejabat saudi kunjungi iran untuk bahas gaza amp suriah wakil menlu saudi saud bin mohammed alsati akan melakukan perjalanan ke iran untuk membahas hubungan bilateral dan isu regional menurut kemenlu iran via wana ia juga dijadwalkan bertemu menlu iran abbas araghchi']"
70,36,70_tanziha_kualat_dikorupsi_dimainin,"['tanziha', 'kualat', 'dikorupsi', 'dimainin', 'dirapel', 'ikeu', 'pakar', 'bgn', 'ingat', 'isinya']","['mbg dirapel buat satu minggu tapi isinya seperti ini jadi ingat kata dewan pakar bgn ikeu tanziha harus bersyukur gw mau tanya nih kira yang begini dikorupsi atau gak pak rakyat kecil jgn dimainin trus nanti kualat cc', 'mbg dirapel buat satu minggu tapi isinya seperti ini jadi ingat kata dewan pakar bgn ikeu tanziha harus bersyukur gw mau tanya nih kira yang begini dikorupsi atau gak pak rakyat kecil jgn dimainin trus nanti kualat cc', 'mbg dirapel buat satu minggu tapi isinya seperti ini jadi ingat kata dewan pakar bgn ikeu tanziha harus bersyukur gw mau tanya nih kira yang begini dikorupsi atau gak pak rakyat kecil jgn dimainin trus nanti kualat cc']"
71,35,71_gaza_israel_hamas_perdamaian,"['gaza', 'israel', 'hamas', 'perdamaian', 'gencatan', 'senjata', 'onim', 'npc', 'tolak', 'mandat']","['menlu turkiye hamas tunjukkan niat positif untuk perdamaian gaza permanen israel harus miliki sikap sama', 'menlu turkiye hamas tunjukkan niat positif untuk perdamaian gaza permanen israel harus miliki sikap sama', 'menlu turkiye hamas tunjukkan niat positif untuk perdamaian gaza permanen israel harus miliki sikap sama']"
72,35,72_mengecam_beradab_nicolas_keluarkan,"['mengecam', 'beradab', 'nicolas', 'keluarkan', 'sebagian', 'maduro', 'bangsa', 'besar', 'menculik', 'pemimpin']","['sebagian besar pemimpin bangsa beradab sudah keluarkan pernyataan mengecam presiden as trump karena menculik presiden venezuela nicolas maduro presiden indonesia', 'sebagian besar pemimpin bangsa beradab sudah keluarkan pernyataan mengecam presiden as trump karena menculik presiden venezuela nicolas maduro presiden indonesia', 'sebagian besar pemimpin bangsa beradab sudah keluarkan pernyataan mengecam presiden as trump karena menculik presiden venezuela nicolas maduro presiden indonesia']"
73,35,73_baik_baru_lebih_tahun,"['baik', 'baru', 'lebih', 'tahun', 'melangkah', 'menyala', 'maju', 'semakin', 'semangat', 'semoga']","['selamat tahun baru semoga di tahun yang baru ini kita dapat melangkah lebih baik dengan semangat yang terus menyala demi indonesia yang semakin maju dan lebih baik', 'selamat tahun baru semoga di tahun yang baru ini kita dapat melangkah lebih baik dengan semangat yang terus menyala demi indonesia yang semakin maju dan lebih baik', 'selamat tahun baru semoga di tahun yang baru ini kita dapat melangkah lebih baik dengan semangat yang terus menyala demi indonesia yang semakin maju dan lebih baik']"
74,35,74_tau_kalo_diculik_info,"['tau', 'kalo', 'diculik', 'info', 'cari', 'menculik', 'mana', 'sih', 'soal', 'aku']","['kalo mau tau soal presiden diculik cari info di mana ya kalo presiden menculik sih aku udah tau', 'kalo mau tau soal presiden diculik cari info di mana ya kalo presiden menculik sih aku udah tau', 'kalo mau tau soal presiden diculik cari info di mana ya kalo presiden menculik sih aku udah tau']"
75,34,75_pembalakan_liar_pengawasan_ketat,"['pembalakan', 'liar', 'pengawasan', 'ketat', 'semuatanganibencana', 'logging', 'tamiang', 'illegal', 'tertibkan', 'ditertibkan']","['presiden prabowo mendesak pengawasan ketat atas pembalakan liar saat meninjau banjir di aceh tamiang semuatanganibencana', 'tinjau banjir aceh tamiang presiden prabowo desak pengawasan ketat pembalakan liar semuatanganibencana', 'tegas presiden prabowo tinjau banjir aceh tamiang desak pengawasan ketat pembalakan liar semuatanganibencana']"
76,34,76_program_gratis_lewat_rumah,"['program', 'gratis', 'lewat', 'rumah', 'gizi', 'mbg', 'prabowo', 'makin', 'masa', 'inovasi']","['presiden prabowo kunjungi korban bencana tiga kali ini bukti kepedulian negara untuk prabowo bangun kembali semua rumah rusak lewat program rekonstruksi pascabencana yang sulit ini semangat gotong royong kita', 'program juta rumah dari presiden prabowo bikin semua orang punya harapan baru', 'semua rumah warga yang rusak akan diganti negara janji beliau ini adalah tekad pemerintah untuk prabowo bangun kembali masa depan lebih baik lewat program rekonstruksi pascabencana yang menyeluruh']"
77,34,77_menyusun_mengegolkannya_ruupemilu_selangkah,"['menyusun', 'mengegolkannya', 'ruupemilu', 'selangkah', 'politikus', 'skenario', 'tempo', 'pemilihan', 'sistem', 'ambisi']","['ambisi presiden prabowo subianto mengganti sistem pemilihan kepala daerah tinggal selangkah lagi para politikus menyusun skenario untuk mengegolkannya tempo ruupemilu pilkada', 'ambisi presiden prabowo subianto mengganti sistem pemilihan kepala daerah tinggal selangkah lagi para politikus menyusun skenario untuk mengegolkannya tempo ruupemilu pilkada', 'ambisi presiden prabowo subianto mengganti sistem pemilihan kepala daerah tinggal selangkah lagi para politikus menyusun skenario untuk mengegolkannya tempo ruupemilu pilkada']"
78,33,78_reformasi_polri_tim_kapolri,"['reformasi', 'polri', 'tim', 'kapolri', 'kepolisian', 'dicopot', 'komisi', 'pak', 'reforma', 'berjudul']","['banyak pertanyaan tentang kinerja reformasi kepolisian adakah kemajuan yang sudah dicapai dan apakah tim reformasi kepolisian itu diperlukan sesuai perintah presidensaya sudah mengingatkan tim reformasi kepolisian harus merevisi terlebih dahulu uu tentang kepolisan ri hening', 'trus apa langkah yg d lakukan oleh tim reformasi ini udh terangan sekali polri melawan aturan negara ini bubarkan aj tim reformasi klo kalian g bisa kasih masukan k presiden gimana pak', 'presiden aja takut sama kapolri buat tim reformasi polri kapolri nya masuk jd anggota reformasi polri aja udah aneh gimana kalau yg jd masalah kapolri nya']"
79,33,79_tugasnya_tugas_emang_lah,"['tugasnya', 'tugas', 'emang', 'lah', 'ya', 'harusnya', 'tua', 'emg', 'dia', 'udh']","['lah emg tugasnya dia dia sendiri yg ngebet jadi presiden di usia tua gini', 'lah kan emg tugasnya tolol ga mau cape mah ngapain jd presiden', 'kan emg tugasnya kalo ga sanggup dan udah tua ngapain jadi presiden']"
80,33,80_aceh_ketiganya_menunda_keselamatan,"['aceh', 'ketiganya', 'menunda', 'keselamatan', 'pakistan', 'agenda', 'rusia', 'meninjau', 'prioritas', 'tetap']","['dari aceh pakistan rusia presiden prabowo langsung kembali ke aceh meninjau bencana di tengah agenda global keselamatan rakyat tetap prioritas ini kunjungan ketiganya ke aceh tanpa menunda negara hadir', 'dari aceh pakistan rusia presiden prabowo langsung kembali ke aceh meninjau bencana di tengah agenda global keselamatan rakyat tetap prioritas ini kunjungan ketiganya ke aceh tanpa menunda negara hadir', 'dari aceh pakistan rusia presiden prabowo langsung kembali ke aceh meninjau bencana di tengah agenda global keselamatan rakyat tetap prioritas ini kunjungan ketiganya ke aceh tanpa menunda negara hadir']"
81,32,81_baik_baru_lebih_tahun,"['baik', 'baru', 'lebih', 'tahun', 'melangkah', 'menyala', 'maju', 'semakin', 'semangat', 'semoga']","['selamat tahun baru semoga di tahun yang baru ini kita dapat melangkah lebih baik dengan semangat yang terus menyala demi indonesia yang semakin maju dan lebih baik', 'selamat tahun baru semoga di tahun yang baru ini kita dapat melangkah lebih baik dengan semangat yang terus menyala demi indonesia yang semakin maju dan lebih baik', 'selamat tahun baru semoga di tahun yang baru ini kita dapat melangkah lebih baik dengan semangat yang terus menyala demi indonesia yang semakin maju dan lebih baik']"
82,31,82_dgn_as_yg_tidak,"['dgn', 'as', 'yg', 'tidak', 'berpendirian', 'bermitra', 'sungkantakut', 'iraq', 'penurut', 'south']","['saya heran membaca pernyataan re venezuela yg sangat standar dan sama sekali tidak menyebut amerika serikat sejak kapan kita sungkantakut mengkritik kawan yg lakukan pelanggaran hukum internasional kenapa menlu sugiono sampai sekarang tidak bersuara padahal dunia menunggu pandangan sbg pemain global south yg penting ini momen perlu percaya diri menunjukkan sikap sama ketika kita dulu menentang invasi as thdp iraq bebas aktif itu artinya berani berpendirian bermitra dgn as dan dgn negara manapun tidak boleh menjadikan negara penurut yg mengorbankan hal yg prinsipil', 'saya heran membaca pernyataan re venezuela yg sangat standar dan sama sekali tidak menyebut amerika serikat sejak kapan kita sungkantakut mengkritik kawan yg lakukan pelanggaran hukum internasional kenapa menlu sugiono sampai sekarang tidak bersuara padahal dunia menunggu pandangan sbg pemain global south yg penting ini momen perlu percaya diri menunjukkan sikap sama ketika kita dulu menentang invasi as thdp iraq bebas aktif itu artinya berani berpendirian bermitra dgn as dan dgn negara manapun tidak boleh menjadikan negara penurut yg mengorbankan hal yg prinsipil', 'saya heran membaca pernyataan re venezuela yg sangat standar dan sama sekali tidak menyebut amerika serikat sejak kapan kita sungkantakut mengkritik kawan yg lakukan pelanggaran hukum internasional kenapa menlu sugiono sampai sekarang tidak bersuara padahal dunia menunggu pandangan sbg pemain global south yg penting ini momen perlu percaya diri menunjukkan sikap sama ketika kita dulu menentang invasi as thdp iraq bebas aktif itu artinya berani berpendirian bermitra dgn as dan dgn negara manapun tidak boleh menjadikan negara penurut yg mengorbankan hal yg prinsipil']"
83,31,83_baik_baru_lebih_tahun,"['baik', 'baru', 'lebih', 'tahun', 'melangkah', 'menyala', 'maju', 'semakin', 'semangat', 'semoga']","['selamat tahun baru semoga di tahun yang baru ini kita dapat melangkah lebih baik dengan semangat yang terus menyala demi indonesia yang semakin maju dan lebih baik', 'selamat tahun baru semoga di tahun yang baru ini kita dapat melangkah lebih baik dengan semangat yang terus menyala demi indonesia yang semakin maju dan lebih baik', 'selamat tahun baru semoga di tahun yang baru ini kita dapat melangkah lebih baik dengan semangat yang terus menyala demi indonesia yang semakin maju dan lebih baik']"
84,31,84_layaknya_inkompetensi_dino_betapa,"['layaknya', 'inkompetensi', 'dino', 'betapa', 'kompeten', 'ham', 'sedang', 'menjawab', 'anda', 'malah']","['pak dino sedang mengkritik inkompetensi menlu terus anda malah menjawab dengan menunjukkan betapa tidak kompeten dan layaknya seorang menteri ham', 'pak dino sedang mengkritik inkompetensi menlu terus anda malah menjawab dengan menunjukkan betapa tidak kompeten dan layaknya seorang menteri ham', 'pak dino sedang mengkritik inkompetensi menlu terus anda malah menjawab dengan menunjukkan betapa tidak kompeten dan layaknya seorang menteri ham']"
85,30,85_ilegalmelihat_flora_relevan_masifnya,"['ilegalmelihat', 'flora', 'relevan', 'masifnya', 'memilah', 'kehancuran', 'kematian', 'gelondongan', 'legal', 'kerusakan']","['pak presiden saat ini setelah bencana banjir longsor lumpur kayu gelondongan sudah tidak relevan lagi memilah yg legal dan ilegalmelihat masifnya kerusakan kehancuran lingkungan infrastruktur kematian kehidupan rakyat yg kehilangan ayah ibu anak saudara flora', 'pak presiden saat ini setelah bencana banjir longsor lumpur kayu gelondongan sudah tidak relevan lagi memilah yg legal dan ilegalmelihat masifnya kerusakan kehancuran lingkungan infrastruktur kematian kehidupan rakyat yg kehilangan ayah ibu anak saudara flora', 'pak presiden saat ini setelah bencana banjir longsor lumpur kayu gelondongan sudah tidak relevan lagi memilah yg legal dan ilegalmelihat masifnya kerusakan kehancuran lingkungan infrastruktur kematian kehidupan rakyat yg kehilangan ayah ibu anak saudara flora']"
86,30,86_sumatera_sugiono_negeri_belum,"['sumatera', 'sugiono', 'negeri', 'belum', 'bantuan', 'hubungan', 'luar', 'takaichi', 'kedua', 'menlu']","['menteri luar negeri sugiono memimpin pengiriman bantuan kemanusiaan diplomat peduli untuk masyarakat terdampak bencana di aceh sumatera utara dan sumatera barat di halaman kantor kementerian luar negeri menlu sugiono menyebut pengiriman bantuan ini merupakan tindak lanjut', 'menteri luar negeri menlu sugiono secara resmi melepas ton bantuan kemanusiaan untuk korban bencana di tiga provinsi aceh sumatera utara dan sumatera barat dalam sebuah acara di kantor kemlu ri jakarta pada jumat siang bantuan yang dikumpulkan dari para', 'ri belum terima bantuan luar negeri untuk bencana sumatra ini kata menlu sugiono']"
87,29,87_anggapan_bersumber_waspada_terlebih,"['anggapan', 'bersumber', 'waspada', 'terlebih', 'menilai', 'mengingatkan', 'narasi', 'suka', 'pihak', 'kekuatan']","['presiden prabowo mengingatkan kepada semua pihak untuk waspada terhadap kekuatan luar yang tidak suka indonesia kuat terlebih kata prabowo ada narasi yang sudah menyebut kalau pemerintah tidak hadir dalam bencana sumatra presiden prabowo menilai anggapan tersebut bersumber', 'presiden prabowo mengingatkan kepada semua pihak untuk waspada terhadap kekuatan luar yang tidak suka indonesia kuat terlebih kata prabowo ada narasi yang sudah menyebut kalau pemerintah tidak hadir dalam bencana sumatra presiden prabowo menilai anggapan tersebut bersumber', 'presiden prabowo mengingatkan kepada semua pihak untuk waspada terhadap kekuatan luar yang tidak suka indonesia kuat terlebih kata prabowo ada narasi yang sudah menyebut kalau pemerintah tidak hadir dalam bencana sumatra presiden prabowo menilai anggapan tersebut bersumber']"
88,29,88_juli_raja_buntut_pemanfaatan,"['juli', 'raja', 'buntut', 'pemanfaatan', 'antoni', 'mengambil', 'kehutanan', 'paripurna', 'sidang', 'usaha']","['pernyataan tersebut disampaikan menteri kehutanan raja juli antoni di depan presiden prabowo subianto dalam sidang kabinet paripurna di istana negara jakarta senin raja juli mengambil langkah tegas atas kegiatan usaha sejumlah perusahaan pemanfaatan hutan buntut', 'pernyataan tersebut disampaikan menteri kehutanan raja juli antoni di depan presiden prabowo subianto dalam sidang kabinet paripurna di istana negara jakarta senin raja juli mengambil langkah tegas atas kegiatan usaha sejumlah perusahaan pemanfaatan hutan buntut', 'pernyataan tersebut disampaikan menteri kehutanan raja juli antoni di depan presiden prabowo subianto dalam sidang kabinet paripurna di istana negara jakarta senin raja juli mengambil langkah tegas atas kegiatan usaha sejumlah perusahaan pemanfaatan hutan buntut']"
89,29,89_pak_halah_keren_dinotice,"['pak', 'halah', 'keren', 'dinotice', 'gmana', 'digituin', 'peenah', 'maluin', 'klg', 'presidenpresidennya']","['pak request jd presiden pak dah follow', 'keren pak anies semoga pak anies jadi presiden ke semangat pak', 'pak presiden ini semua temen bobby kertanegara pls save them pak saveplgsebanga savetessonilo savesumatra']"
90,29,90_musa_tongkat_nabi_punya,"['musa', 'tongkat', 'nabi', 'punya', 'sbgai', 'ndak', 'berbuat', 'apa', 'tidak', 'bumn']","['presiden janji bangun rumah korban banjir longsor aceh sebut tak punya tongkat nabi musa', 'apa mau dikata pak presiden tidak punya tongkat nabi musa', 'presiden tidak punya tongkat nabi musa']"
91,29,91_hrs_saudi_arabia_dipojokkan,"['hrs', 'saudi', 'arabia', 'dipojokkan', 'ironis', 'reynhard', 'ahlanwasahlanibhrs', 'kriminal', 'super', 'sungguh']","['reynhard di inggris yg jelas super kriminal n memalukan indonesia diberi bantuan hukum habib rizieq shihab hrs di saudi arabia malah dipojokkan pernyataan menko n dubes ri di saudi sungguh tak adil n ironis selamat datang hrs ahlanwasahlanibhrs', 'reynhard di inggris yg jelas super kriminal n memalukan indonesia diberi bantuan hukum habib rizieq shihab hrs di saudi arabia malah dipojokkan pernyataan menko n dubes ri di saudi sungguh tak adil n ironis selamat datang hrs ahlanwasahlanibhrs', 'reynhard di inggris yg jelas super kriminal n memalukan indonesia diberi bantuan hukum habib rizieq shihab hrs di saudi arabia malah dipojokkan pernyataan menko n dubes ri di saudi sungguh tak adil n ironis selamat datang hrs ahlanwasahlanibhrs']"
92,29,92_anggapan_bersumber_waspada_terlebih,"['anggapan', 'bersumber', 'waspada', 'terlebih', 'menilai', 'mengingatkan', 'narasi', 'suka', 'pihak', 'kekuatan']","['presiden prabowo mengingatkan kepada semua pihak untuk waspada terhadap kekuatan luar yang tidak suka indonesia kuat terlebih kata prabowo ada narasi yang sudah menyebut kalau pemerintah tidak hadir dalam bencana sumatra presiden prabowo menilai anggapan tersebut bersumber', 'presiden prabowo mengingatkan kepada semua pihak untuk waspada terhadap kekuatan luar yang tidak suka indonesia kuat terlebih kata prabowo ada narasi yang sudah menyebut kalau pemerintah tidak hadir dalam bencana sumatra presiden prabowo menilai anggapan tersebut bersumber', 'presiden prabowo mengingatkan kepada semua pihak untuk waspada terhadap kekuatan luar yang tidak suka indonesia kuat terlebih kata prabowo ada narasi yang sudah menyebut kalau pemerintah tidak hadir dalam bencana sumatra presiden prabowo menilai anggapan tersebut bersumber']"
93,28,93_baik_baru_lebih_tahun,"['baik', 'baru', 'lebih', 'tahun', 'melangkah', 'menyala', 'maju', 'semakin', 'semangat', 'semoga']","['selamat tahun baru semoga di tahun yang baru ini kita dapat melangkah lebih baik dengan semangat yang terus menyala demi indonesia yang semakin maju dan lebih baik', 'selamat tahun baru semoga di tahun yang baru ini kita dapat melangkah lebih baik dengan semangat yang terus menyala demi indonesia yang semakin maju dan lebih baik', 'selamat tahun baru semoga di tahun yang baru ini kita dapat melangkah lebih baik dengan semangat yang terus menyala demi indonesia yang semakin maju dan lebih baik']"
94,27,94_dijawab_harus_oleh_ini,"['dijawab', 'harus', 'oleh', 'ini', 'bangkai', 'aroma', 'bau', 'penuhi', 'daerah', 'itu']","['harus dijawab ini oleh', 'harus dijawab ini oleh', 'harus dijawab ini oleh']"
95,27,95_jd_gif_gue_terlalu,"['jd', 'gif', 'gue', 'terlalu', 'diatur', 'dia', 'kl', 'bgt', 'yada', 'hitungannya']","['gue udah mewanti ortu buat jangan asal pilih presiden lagi nanti tahun mendatang gue jg nyesel bgt dulu pernah pro jkw kok pdhl aslinya semanipulatif itu bersyukur gue kuliah ambil sosio jd bikin gue melek bgt', 'yg diingat cumn saat dia dikatain tp gak baca kritik yg santun kl sadar gak semua org suka mbok yaa diam bae dirmh gak ush sok sibuk validasi diri jd presiden terbaik menjadikan semua mantan presiden musuhnya menjadikan presiden skrg jd rivalnya buat apa coba', 'hmmm tp klo udh ke presiden sih hope gue tinggi ya syg bgt klo indo cmn jdi cukup aja hrus ada pemimpin yg brani ngedobrak ngelead dgn brani utk jd negara maju indo sudah terlalu bnyk ditindas gue rasa']"
96,27,96_pemerintah_pulihkan_jajaran_berdiskusi,"['pemerintah', 'pulihkan', 'jajaran', 'berdiskusi', 'pasca', 'bangkit', 'darurat', 'infrastruktur', 'akses', 'diskusi']","['presiden prabowo berdiskusi langsung dengan jajaran pemerintah mempercepat pembangunan akses darurat prabowo pulihkan infrastruktur demi masyarakat yang siap bangkit pasca bencana', 'presiden prabowo berdiskusi bersama jajaran pemerintah membahas percepatan akses darurat agar aktivitas warga kembali normal prabowo pulihkan infrastruktur demi masyarakat bangkit pasca bencana', 'presiden prabowo berdiskusi dengan jajaran pemerintah untuk percepatan akses darurat demi rakyat prabowo pulihkan infrastruktur agar wilayah terdampak bisa bangkit pasca bencana']"
97,26,97_data_terima_terdapat_bapak,"['data', 'terima', 'terdapat', 'bapak', 'kesalahan', 'baikbaik', 'pembantu', 'tag', 'informasi', 'syariah']","['pak presiden mohon maaf saya tag bapak informasi atau data yang bapak terima dari pembantu bapak terdapat kesalahan kondisi aceh saat ini tidak baikbaik saja terima kasih', 'pak presiden mohon maaf saya tag bapak informasi atau data yang bapak terima dari pembantu bapak terdapat kesalahan kondisi aceh saat ini tidak baikbaik saja terima kasih', 'pak presiden mohon maaf saya tag bapak informasi atau data yang bapak terima dari pembantu bapak terdapat kesalahan kondisi aceh saat ini tidak baikbaik saja terima kasih']"
98,25,98_telah_air_dilaporkan_dihadapi,"['telah', 'air', 'dilaporkan', 'dihadapi', 'keterangannya', 'ketersediaan', 'menyoroti', 'kekurangan', 'ditangani', 'telco']","['presiden menyampaikan bahwa sejumlah kekurangan yang masih dihadapi warga telah dilaporkan dan akan segera ditangani dalam keterangannya presiden juga menyoroti kebutuhan mendesak terkait ketersediaan air bersih dan air minum bagi masyarakat terdampak', 'presiden menyampaikan bahwa sejumlah kekurangan yang masih dihadapi warga telah dilaporkan dan akan segera ditangani dalam keterangannya presiden juga menyoroti kebutuhan mendesak terkait ketersediaan air bersih dan air minum bagi masyarakat terdampak', 'presiden menyampaikan bahwa sejumlah kekurangan yang masih dihadapi warga telah dilaporkan dan akan segera ditangani dalam keterangannya presiden juga menyoroti kebutuhan mendesak terkait ketersediaan air bersih dan air minum bagi masyarakat terdampak']"
99,24,99_beradab_nicolas_mengecam_keluarkan,"['beradab', 'nicolas', 'mengecam', 'keluarkan', 'sebagian', 'maduro', 'bangsa', 'besar', 'trump', 'menculik']","['sebagian besar pemimpin bangsa beradab sudah keluarkan pernyataan mengecam presiden as trump karena menculik presiden venezuela nicolas maduro presiden indonesia', 'sebagian besar pemimpin bangsa beradab sudah keluarkan pernyataan mengecam presiden as trump karena menculik presiden venezuela nicolas maduro presiden indonesia', 'sebagian besar pemimpin bangsa beradab sudah keluarkan pernyataan mengecam presiden as trump karena menculik presiden venezuela nicolas maduro presiden indonesia']"
100,24,100_rusia_putin_vladimir_ukraina,"['rusia', 'putin', 'vladimir', 'ukraina', 'bertemu', 'moskow', 'seskab', 'sisi', 'btw', 'mendampingi']","['presiden prabowo hari ini bertemu dengan presiden putin di rusia btw kok hanya menlu dan seskab aja ya yang mendampingi dari sisi rusia rame banget padahal', 'presiden prabowo hari ini bertemu dengan presiden putin di rusia btw kok hanya menlu dan seskab aja ya yang mendampingi dari sisi rusia rame banget padahal', 'presiden prabowo hari ini bertemu dengan presiden putin di rusia btw kok hanya menlu dan seskab aja ya yang mendampingi dari sisi rusia rame banget padahal']"
101,23,101_rebut_ayo_bersatu_kedaulatan,"['rebut', 'ayo', 'bersatu', 'kedaulatan', 'rakyat', 'kembali', '', '', '', '']","['ayo bersatu rebut kembali kedaulatan rakyat', 'ayo bersatu rebut kembali kedaulatan rakyat', 'ayo bersatu rebut kembali kedaulatan rakyat']"
102,23,102_huniankorbanbencana_paket_penyiapan_memulihkan,"['huniankorbanbencana', 'paket', 'penyiapan', 'memulihkan', 'signifikan', 'insentif', 'terdampak', 'pak', 'semuatanganibencana', 'menginstruksikan']","['untuk menjaga daya beli masyarakat dan mendorong pergerakan ekonomi presiden prabowo menginstruksikan penyiapan paket insentif yg signifikan smoga masyarakat yg terdampak bisa kembali beraktivitas dan perekonomian kembali membaik huniankorbanbencana memulihkan warga terdampak', 'untuk menjaga daya beli masyarakat dan mendorong pergerakan ekonomi presiden prabowo menginstruksikan penyiapan paket insentif yang signifikan huniankorbanbencana memulihkan warga terdampak', 'untuk menjaga daya beli masyarakat dan mendorong pergerakan ekonomi presiden prabowo menginstruksikan penyiapan paket insentif yang signifikan huniankorbanbencana memulihkan warga terdampak']"
